contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,option_type,ticker,expiration,valuation_date,mid,days_to_expiry,ttm,spot,moneyness,spread,spread_over_mid,trade_age_days,log_moneyness,maturity_bucket
GOOG260918C00285000,2026-04-02 19:21:31,285.0,35.6,34.15,35.8,0.099998474,0.28168586,10.0,328,0.39322506195068363,True,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,34.974999999999994,168,0.4602739726027397,294.4599914550781,0.9678734234544685,1.6499999999999986,0.047176554681915624,1,-0.032653961149655235,long
GOOG260918C00290000,2026-04-02 19:50:00,290.0,32.6,32.55,32.95,-0.6000023,-1.8072357,7.0,2573,0.3876404010009765,True,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,32.75,168,0.4602739726027397,294.4599914550781,0.9848536589536697,0.4000000000000057,0.01221374045801544,1,-0.015262218437786003,long
GOOG260918C00295000,2026-04-02 19:54:10,295.0,30.1,29.9,30.3,-0.69999886,-2.2727237,12.0,472,0.3830933273315429,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,30.1,168,0.4602739726027397,294.4599914550781,1.0018338944528709,0.40000000000000213,0.013289036544850568,1,0.0018322149215140434,long
GOOG260918C00300000,2026-04-02 19:57:28,300.0,27.6,27.4,27.7,-0.29999924,-1.0752661,59.0,1196,0.3776154768371582,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,27.549999999999997,168,0.4602739726027397,294.4599914550781,1.018814129952072,0.3000000000000007,0.010889292196007287,1,0.018639333237895322,long
GOOG260918C00305000,2026-04-02 19:34:35,305.0,24.8,24.65,25.5,-1.1500015,-4.431605,121.0,1514,0.3756013368225098,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,25.075,168,0.4602739726027397,294.4599914550781,1.0357943654512733,0.8500000000000014,0.03389830508474582,1,0.03516863518910593,long
GOOG260918C00310000,2026-04-02 19:27:57,310.0,22.83,22.8,23.1,-0.5699997,-2.4358962,37.0,1181,0.3695283995056152,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,22.950000000000003,168,0.4602739726027397,294.4599914550781,1.0527746009504746,0.3000000000000007,0.013071895424836631,1,0.05142915606088628,long
GOOG260918C00315000,2026-04-02 18:57:05,315.0,20.9,20.55,21.4,-0.80000114,-3.6866412,42.0,577,0.37070331451416016,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,20.975,168,0.4602739726027397,294.4599914550781,1.0697548364496756,0.8499999999999979,0.04052443384982111,1,0.06742949740732725,long
GOOG260918C00320000,2026-04-02 19:26:39,320.0,18.7,18.75,19.15,-0.69999886,-3.6082416,41.0,1661,0.36340968627929693,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,18.95,168,0.4602739726027397,294.4599914550781,1.0867350719488769,0.3999999999999986,0.021108179419524992,1,0.08317785437546646,long
GOOG260918C00325000,2026-04-02 19:05:26,325.0,17.15,17.0,18.05,-0.17000008,-0.9815247,130.0,805,0.3693452958679199,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,17.525,168,0.4602739726027397,294.4599914550781,1.103715307448078,1.0500000000000007,0.05991440798858778,1,0.09868204091143175,long
GOOG260918C00330000,2026-04-02 17:35:47,330.0,15.6,15.2,16.0,-0.54999924,-3.4055681,205.0,2014,0.36151761535644533,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,15.6,168,0.4602739726027397,294.4599914550781,1.1206955429472794,0.8000000000000007,0.05128205128205133,1,0.11394951304222022,long
GOOG260918C00335000,2026-04-02 17:00:28,335.0,13.85,13.8,14.35,-1.3799992,-9.061059,20.0,814,0.35736726623535153,False,REGULAR,USD,call,GOOG,2026-09-18,2026-04-03,14.075,168,0.4602739726027397,294.4599914550781,1.1376757784464806,0.5499999999999989,0.039076376554173994,1,0.12898739040676077,long
GOOG260918P00255000,2026-04-02 19:17:37,255.0,11.95,11.5,12.15,0.25,2.1367521,7.0,1531,0.37030658996582033,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,11.825,168,0.4602739726027397,294.4599914550781,0.8659920104592612,0.6500000000000004,0.054968287526427094,1,-0.14387959625987967,long
GOOG260918P00260000,2026-04-02 18:29:56,260.0,13.2,12.65,13.6,0.3000002,2.325583,61.0,1506,0.3663393444824219,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,13.125,168,0.4602739726027397,294.4599914550781,0.8829722459584625,0.9499999999999993,0.07238095238095232,1,-0.12446151040277803,long
GOOG260918P00265000,2026-04-02 18:40:43,265.0,14.6,14.3,14.8,0.3000002,2.0979035,637.0,1081,0.3570010589599609,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,14.55,168,0.4602739726027397,294.4599914550781,0.8999524814576637,0.5,0.034364261168384876,1,-0.1054133154320835,long
GOOG260918P00270000,2026-04-02 18:55:53,270.0,16.4,15.55,16.75,0.4499998,2.8213155,250.0,1897,0.3568637312316894,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,16.15,168,0.4602739726027397,294.4599914550781,0.9169327169568648,1.1999999999999993,0.07430340557275537,1,-0.08672118241993103,long
GOOG260918P00275000,2026-04-02 19:11:49,275.0,18.0,17.6,18.3,0.39999962,2.272725,450.0,2230,0.3492801889038085,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,17.950000000000003,168,0.4602739726027397,294.4599914550781,0.9339129524560661,0.6999999999999993,0.03899721448467962,1,-0.06837204375173445,long
GOOG260918P00280000,2026-04-02 17:14:03,280.0,19.7,19.45,19.95,0.35000038,1.8087875,3.0,2730,0.34149828430175777,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,19.7,168,0.4602739726027397,294.4599914550781,0.9508931879552672,0.5,0.025380710659898477,1,-0.0503535382490562,long
GOOG260918P00285000,2026-04-02 15:52:51,285.0,21.85,21.25,21.9,0.39999962,1.8648001,8.0,791,0.33600517517089845,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,21.575,168,0.4602739726027397,294.4599914550781,0.9678734234544685,0.6499999999999986,0.03012746234067201,1,-0.032653961149655235,long
GOOG260918P00290000,2026-04-02 18:54:51,290.0,24.15,23.4,23.9,2.0,9.0293455,30.0,1500,0.3294134442138671,False,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,23.65,168,0.4602739726027397,294.4599914550781,0.9848536589536697,0.5,0.021141649048625793,1,-0.015262218437786003,long
GOOG260918P00295000,2026-04-02 18:56:45,295.0,26.5,25.6,26.7,0.30999947,1.1836559,4.0,592,0.33112241149902344,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,26.15,168,0.4602739726027397,294.4599914550781,1.0018338944528709,1.0999999999999979,0.04206500956022936,1,0.0018322149215140434,long
GOOG260918P00300000,2026-04-02 17:52:01,300.0,28.95,28.15,28.6,0.75,2.6595743,4.0,3555,0.3196936927795409,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,28.375,168,0.4602739726027397,294.4599914550781,1.018814129952072,0.45000000000000284,0.015859030837004507,1,0.018639333237895322,long
GOOG260918P00305000,2026-04-02 19:05:26,305.0,31.55,30.85,31.85,2.2699986,7.752727,21.0,605,0.3233405068969726,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,31.35,168,0.4602739726027397,294.4599914550781,1.0357943654512733,1.0,0.03189792663476874,1,0.03516863518910593,long
GOOG260918P00310000,2026-04-01 18:39:45,310.0,33.75,33.4,34.0,0.0,0.0,32.0,2290,0.31131670135498035,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,33.7,168,0.4602739726027397,294.4599914550781,1.0527746009504746,0.6000000000000014,0.017804154302670665,2,0.05142915606088628,long
GOOG260918P00315000,2026-04-02 19:24:47,315.0,37.25,36.25,36.95,2.4500008,7.0402327,10.0,461,0.3074715249633788,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,36.6,168,0.4602739726027397,294.4599914550781,1.0697548364496756,0.7000000000000028,0.019125683060109366,1,0.06742949740732725,long
GOOG260918P00320000,2026-04-02 18:40:01,320.0,40.48,39.25,41.05,-3.959999,-8.91089,416.0,388,0.3166572241210937,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,40.15,168,0.4602739726027397,294.4599914550781,1.0867350719488769,1.7999999999999972,0.044831880448318734,1,0.08317785437546646,long
GOOG260918P00325000,2026-04-02 19:06:20,325.0,43.25,42.5,43.8,1.0200005,2.4153457,8.0,731,0.30654074813842774,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,43.15,168,0.4602739726027397,294.4599914550781,1.103715307448078,1.2999999999999972,0.03012746234067201,1,0.09868204091143175,long
GOOG260918P00330000,2026-03-31 19:18:20,330.0,51.47,45.8,48.05,0.0,0.0,5.0,24067,0.31476515319824216,True,REGULAR,USD,put,GOOG,2026-09-18,2026-04-03,46.925,168,0.4602739726027397,294.4599914550781,1.1206955429472794,2.25,0.04794885455514119,3,0.11394951304222022,long
GOOG270319C00255000,2026-03-31 14:22:01,255.0,57.65,66.9,68.6,0.0,0.0,1.0,34,0.4338435522460938,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,67.75,350,0.958904109589041,294.4599914550781,0.8659920104592612,1.6999999999999886,0.02509225092250906,3,-0.14387959625987967,one_year
GOOG270319C00260000,2026-04-01 19:39:02,260.0,65.21,63.7,65.95,0.0,0.0,28.0,52,0.4343776045227051,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,64.825,350,0.958904109589041,294.4599914550781,0.8829722459584625,2.25,0.03470883146934053,2,-0.12446151040277803,one_year
GOOG270319C00265000,2026-03-30 18:39:11,265.0,46.78,60.65,62.25,0.0,0.0,1.0,8,0.42389492126464845,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,61.45,350,0.958904109589041,294.4599914550781,0.8999524814576637,1.6000000000000014,0.026037428803905638,4,-0.1054133154320835,one_year
GOOG270319C00270000,2026-04-02 17:56:01,270.0,58.48,57.65,60.45,-1.3899994,-2.321696,1.0,80,0.4309596699523926,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,59.05,350,0.958904109589041,294.4599914550781,0.9169327169568648,2.8000000000000043,0.04741744284504665,1,-0.08672118241993103,one_year
GOOG270319C00275000,2026-04-02 17:59:11,275.0,55.46,54.75,58.0,5.5099983,11.031027,2.0,113,0.4309138940429688,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,56.375,350,0.958904109589041,294.4599914550781,0.9339129524560661,3.25,0.057649667405764965,1,-0.06837204375173445,one_year
GOOG270319C00280000,2026-04-02 19:47:31,280.0,52.85,50.7,54.95,-1.0600014,-1.9662426,4.0,95,0.42456630126953127,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,52.825,350,0.958904109589041,294.4599914550781,0.9508931879552672,4.25,0.08045433033601514,1,-0.0503535382490562,one_year
GOOG270319C00285000,2026-04-01 14:12:35,285.0,49.51,49.6,50.8,0.0,0.0,2.0,71,0.4077055079650879,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,50.2,350,0.958904109589041,294.4599914550781,0.9678734234544685,1.1999999999999957,0.023904382470119435,2,-0.032653961149655235,one_year
GOOG270319C00290000,2026-04-02 19:57:41,290.0,47.78,47.1,48.15,-0.8199997,-1.6872423,9.0,122,0.4038908488464356,True,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,47.625,350,0.958904109589041,294.4599914550781,0.9848536589536697,1.0499999999999972,0.02204724409448813,1,-0.015262218437786003,one_year
GOOG270319C00295000,2026-04-02 16:55:37,295.0,45.2,44.6,46.6,-1.2000008,-2.5862086,1.0,40,0.4091093025207519,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,45.6,350,0.958904109589041,294.4599914550781,1.0018338944528709,2.0,0.043859649122807015,1,0.0018322149215140434,one_year
GOOG270319C00300000,2026-04-02 19:45:25,300.0,42.58,42.3,43.3,-1.1699982,-2.6742816,21.0,554,0.3981688601684571,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,42.8,350,0.958904109589041,294.4599914550781,1.018814129952072,1.0,0.023364485981308414,1,0.018639333237895322,one_year
GOOG270319C00305000,2026-04-02 18:20:14,305.0,40.52,39.3,42.4,-0.72999954,-1.7696958,9.0,382,0.407583438873291,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,40.849999999999994,350,0.958904109589041,294.4599914550781,1.0357943654512733,3.1000000000000014,0.07588739290085685,1,0.03516863518910593,one_year
GOOG270319C00310000,2026-04-02 19:43:27,310.0,37.99,37.9,39.4,-0.5099983,-1.3246709,3.0,383,0.3979704978942871,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,38.65,350,0.958904109589041,294.4599914550781,1.0527746009504746,1.5,0.0388098318240621,1,0.05142915606088628,one_year
GOOG270319C00315000,2026-04-02 15:02:28,315.0,35.9,35.9,37.4,-1.2999992,-3.4946215,2.0,144,0.39642937561035163,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,36.65,350,0.958904109589041,294.4599914550781,1.0697548364496756,1.5,0.040927694406548434,1,0.06742949740732725,one_year
GOOG270319C00320000,2026-04-02 18:00:13,320.0,33.83,33.85,34.65,-0.4699974,-1.3702549,9.0,285,0.387701435546875,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,34.25,350,0.958904109589041,294.4599914550781,1.0867350719488769,0.7999999999999972,0.02335766423357656,1,0.08317785437546646,one_year
GOOG270319C00325000,2026-04-02 18:50:59,325.0,31.92,31.85,32.7,-0.7800007,-2.385323,6.0,319,0.3852600537109374,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,32.275000000000006,350,0.958904109589041,294.4599914550781,1.103715307448078,0.8500000000000014,0.02633617350890786,1,0.09868204091143175,one_year
GOOG270319C00330000,2026-04-01 19:52:24,330.0,30.65,30.15,31.55,0.0,0.0,10.0,294,0.3891510060119629,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,30.85,350,0.958904109589041,294.4599914550781,1.1206955429472794,1.4000000000000021,0.04538087520259326,2,0.11394951304222022,one_year
GOOG270319C00335000,2026-04-02 16:58:33,335.0,28.6,28.4,29.45,-0.5,-1.7182131,5.0,87,0.38411565597534175,False,REGULAR,USD,call,GOOG,2027-03-19,2026-04-03,28.924999999999997,350,0.958904109589041,294.4599914550781,1.1376757784464806,1.0500000000000007,0.03630077787381161,1,0.12898739040676077,one_year
GOOG270319P00255000,2026-04-02 18:22:16,255.0,19.75,19.15,20.95,1.4500008,7.923502,12.0,238,0.3505466557312011,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,20.049999999999997,350,0.958904109589041,294.4599914550781,0.8659920104592612,1.8000000000000007,0.0897755610972569,1,-0.14387959625987967,one_year
GOOG270319P00260000,2026-04-02 18:52:18,260.0,21.45,20.55,21.45,1.4000015,6.9825516,13.0,211,0.33481500152587884,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,21.0,350,0.958904109589041,294.4599914550781,0.8829722459584625,0.8999999999999986,0.04285714285714279,1,-0.12446151040277803,one_year
GOOG270319P00265000,2026-04-01 14:54:14,265.0,22.5,22.1,23.6,0.0,0.0,2.0,139,0.3349981051635742,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,22.85,350,0.958904109589041,294.4599914550781,0.8999524814576637,1.5,0.06564551422319474,2,-0.1054133154320835,one_year
GOOG270319P00270000,2026-04-02 18:14:00,270.0,25.15,24.5,25.3,1.2199993,5.0982003,1.0,452,0.3298254273986816,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,24.9,350,0.958904109589041,294.4599914550781,0.9169327169568648,0.8000000000000007,0.03212851405622493,1,-0.08672118241993103,one_year
GOOG270319P00275000,2026-04-02 13:33:54,275.0,28.7,25.85,27.55,2.3900013,9.084003,1.0,96,0.3289556851196288,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,26.700000000000003,350,0.958904109589041,294.4599914550781,0.9339129524560661,1.6999999999999993,0.06367041198501869,1,-0.06837204375173445,one_year
GOOG270319P00280000,2026-04-02 19:47:31,280.0,29.33,28.1,29.3,0.5799999,2.0173912,1.0,175,0.3225165405273437,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,28.700000000000003,350,0.958904109589041,294.4599914550781,0.9508931879552672,1.1999999999999993,0.04181184668989544,1,-0.0503535382490562,one_year
GOOG270319P00285000,2026-04-01 19:39:52,285.0,30.9,30.4,31.95,0.0,0.0,55.0,74,0.32340154144287103,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,31.174999999999997,350,0.958904109589041,294.4599914550781,0.9678734234544685,1.5500000000000007,0.049719326383319995,2,-0.032653961149655235,one_year
GOOG270319P00290000,2026-04-02 19:03:13,290.0,34.0,32.55,34.25,-7.709999,-18.484774,1.0,110,0.3201667105102538,False,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,33.4,350,0.958904109589041,294.4599914550781,0.9848536589536697,1.7000000000000028,0.05089820359281446,1,-0.015262218437786003,one_year
GOOG270319P00295000,2026-04-02 18:11:12,295.0,36.2,34.95,36.5,0.70000076,1.9718332,13.0,72,0.31560437820434567,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,35.725,350,0.958904109589041,294.4599914550781,1.0018338944528709,1.5499999999999972,0.04338698390482847,1,0.0018322149215140434,one_year
GOOG270319P00300000,2026-04-02 18:11:12,300.0,38.7,37.5,39.25,0.7900009,2.0838852,1.0,183,0.31453627365112297,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,38.375,350,0.958904109589041,294.4599914550781,1.018814129952072,1.75,0.04560260586319218,1,0.018639333237895322,one_year
GOOG270319P00305000,2026-04-02 17:59:22,305.0,41.65,40.35,41.6,1.2400017,3.0685515,4.0,202,0.3091041990661621,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,40.975,350,0.958904109589041,294.4599914550781,1.0357943654512733,1.25,0.03050640634533252,1,0.03516863518910593,one_year
GOOG270319P00310000,2026-04-01 15:57:55,310.0,42.8,42.8,45.15,0.0,0.0,5.0,94,0.31320877227783206,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,43.974999999999994,350,0.958904109589041,294.4599914550781,1.0527746009504746,2.3500000000000014,0.05343945423536104,2,0.05142915606088628,one_year
GOOG270319P00315000,2026-04-02 18:11:12,315.0,46.95,45.9,49.0,-6.2599983,-11.764703,1.0,49,0.31905283004760737,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,47.45,350,0.958904109589041,294.4599914550781,1.0697548364496756,3.1000000000000014,0.065331928345627,1,0.06742949740732725,one_year
GOOG270319P00320000,2026-04-01 15:56:20,320.0,48.4,47.0,50.45,0.0,0.0,1.0,42,0.3031228135681152,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,48.725,350,0.958904109589041,294.4599914550781,1.0867350719488769,3.450000000000003,0.07080554130323248,2,0.08317785437546646,one_year
GOOG270319P00325000,2026-03-30 14:11:03,325.0,64.74,50.4,53.1,0.0,0.0,2.0,49,0.29671418624877927,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,51.75,350,0.958904109589041,294.4599914550781,1.103715307448078,2.700000000000003,0.052173913043478314,4,0.09868204091143175,one_year
GOOG270319P00330000,2026-04-02 19:23:59,330.0,56.39,54.2,56.25,1.1399994,2.0633473,13.0,90,0.2937997866821288,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,55.225,350,0.958904109589041,294.4599914550781,1.1206955429472794,2.049999999999997,0.03712086917157079,1,0.11394951304222022,one_year
GOOG270319P00335000,2026-03-30 14:11:03,335.0,72.03,56.85,61.5,0.0,0.0,1.0,5,0.3089973886108398,True,REGULAR,USD,put,GOOG,2027-03-19,2026-04-03,59.175,350,0.958904109589041,294.4599914550781,1.1376757784464806,4.649999999999999,0.0785804816223067,4,0.12898739040676077,one_year
